,attributeID,cluster,tier2
1727,1727,10,linen and wool
1728,1728,10,linen cord
1729,1729,21,linen embroidered with crewel wool
1730,1730,21,linen embroidered with silk thread
1731,1731,21,linen embroidered with wool
1732,1732,10,linen on linen
1733,1733,10,linen thread
1734,1734,10,linen warp
1735,1735,10,linen
1736,1736,10,linen
1737,1737,10,linen
1738,1738,16,lithograph
1739,1739,12,lithograph and pen and brown ink on newsprint
1740,1740,14,lithograph in black on light gray chine collé laid down on ivory wove paper
1741,1741,1,lithograph on chine collé
1742,1742,16,lithograph on newsprint
1743,1743,14,lithograph on wove paper
1744,1744,16,lithograph with scraping
1745,1745,16,lithographic crayon
1746,1746,1,lithography
1747,1747,27,long-and-short
1748,1748,21,looped embroidery
1749,1749,30,low-fired whitish clay
1750,1750,30,luster-painted
1752,1752,39,lustered earthenware
1755,1755,27,machine net
1756,1756,5,macramé
1757,1757,31,magnetite
1758,1758,9,mahogany
1759,1759,9,mahogany veneer
1760,1760,20,mahogany with ash
1761,1761,30,maiolica (tin-glazed earthenware)
1762,1762,8,malachite
1763,1763,12,manuscript: ink
1764,1764,20,maple
1765,1765,26,marble
1766,1766,26,marble (carrara marble)
1767,1767,26,marble
1768,1768,33,marquetry of various woods
1769,1769,35,matsugatani type
1770,1770,16,matted painting
1771,1771,32,mazarin blue ground with gold decoration
1772,1772,23,medallion: cast terracotta (terre de chaumont)
1773,1773,12,medium
1774,1774,38,mercury
1775,1775,31,meta-greywacke
1776,1776,38,metal
1777,1777,38,metal ears
1778,1778,38,metal inlay
1779,1779,18,metal leaf
1780,1780,14,metal leaf on parchment
1781,1781,38,metal mounts
1782,1782,38,metal plate engraving
1783,1783,13,metal thread
1784,1784,13,metal thread and linen
1785,1785,13,metal thread on canvas
1786,1786,13,metal thread on silk
1787,1787,13,metal thread
1788,1788,13,metal thread
1789,1789,13,metal wrapped thread
1790,1790,38,metal-plate engraving
1791,1791,38,metallic
1792,1792,12,metallic ink
1793,1793,13,metallic thread
1794,1794,21,metallic thread embroidery on silk satin
1795,1795,13,metallic thread on silk
1796,1796,13,metallic thread
1797,1797,25,metallic yarn
1799,1799,5,mezzo punto
1800,1800,1,mezzotint
1801,1801,1,mezzotint on chine collé
1802,1802,2,mezzotint touched with white chalk
1803,1803,1,mezzotint with drypoint
1804,1804,1,mezzotint
1805,1805,7,mica
1806,1806,16,middle sheet of a triptych of polychrome woodblock prints
1807,1807,6,milanese lace
1808,1808,34,milk glass
1809,1809,34,mirror glass
1810,1810,1,mixed method engraving and etching
1811,1811,19,modeled
1812,1812,14,modern vellum binding
1813,1813,37,molded
1814,1814,37,molded in relief
1815,1815,37,molded ornament
1816,1816,16,monochrome woodblock print
1817,1817,15,mordant painted and dyed
1818,1818,26,mortar
1819,1819,22,mortar traces
1820,1820,8,moss agate
1821,1821,27,mother-of-pearl
1822,1822,30,mottled brown earthenware
1823,1823,32,mounted in gold as a pendant
1824,1824,27,mounted on board
1825,1825,27,mounted on canvas
1826,1826,0,mud
1827,1827,26,mud plaster
1828,1828,3,mulberry
1829,1829,15,mummification material
1830,1830,35,nabeshima type
1832,1832,2,native-tanned leather
1833,1833,0,native-tanned skin
1834,1834,27,natural and artificial stones
1835,1835,6,needle lace
1836,1836,21,needlework
1837,1837,8,nephrite
1838,1838,23,neutral chalcedony (quartz)
1839,1839,38,nickel
1840,1840,32,nickel silver
1841,1841,32,nickel-silver
1843,1843,27,non-lead glass
1844,1844,34,non-lead glass with enamel decoration
1845,1845,27,non-lead glass with engraved decoration
1846,1846,11,now discolored to warm gray
1847,1847,20,oak
1848,1848,20,oak and sycamore woods
1849,1849,20,oak lower moldings
1850,1850,33,oak lower moldings and feather keys
1851,1851,20,oak veneered with ebony
1852,1852,27,oak with traces of polychromy and gilding
1853,1853,20,oak. carved
1854,1854,8,obsidian
1855,1855,27,oil and gold on wood
1856,1856,14,oil on canvas
1857,1857,14,oil on cardboard
1858,1858,38,oil on copper
1859,1859,34,oil on glass
1860,1860,14,oil on linden
1861,1861,20,oil on oak
1862,1862,27,oil on panel
1863,1863,14,oil on paper
1864,1864,14,oil on slate paper
1865,1865,33,oil on wood
1866,1866,11,oil paint
1867,1867,14,oil paint on paper
1868,1868,24,olive green
1869,1869,24,olive-brown patina
1870,1870,14,on beige laid paper
1871,1871,14,on beige paper
1872,1872,14,on blue paper
1873,1873,14,on blue-gray paper
1874,1874,14,on brown paper
1875,1875,14,on brown-washed paper
1876,1876,14,on brownish paper
1877,1877,14,on buff laid paper
1878,1878,38,on copper
1879,1879,14,on cream laid paper
1880,1880,14,on gray paper
1881,1881,14,on light brown paper
1882,1882,27,on marble base
1883,1883,14,on paper
1884,1884,21,on silk
1885,1885,14,on thin laid paper. oval
1886,1886,14,on vellum
1887,1887,27,one of a triptych of hanging scrolls
1888,1888,19,one of five of a set of ten hanging scrolls
1889,1889,16,one sheet of a triptych of polychrome woodblock prints
1890,1890,19,only state
1891,1891,8,onyx
1892,1892,32,onyx and gold
1893,1893,23,onyx marble (tecalli)
1894,1894,34,opalescent and opaque white glass
1895,1895,34,opalescent glass
1896,1896,34,opaque glass
1897,1897,34,opaque glass with enamel decoration
1898,1898,7,opaque paint
1899,1899,16,opaque watercolor
1900,1900,14,opaque watercolor and gold on paper
1901,1901,14,opaque watercolor on palm leaf
1902,1902,14,opaque watercolor on paper
1903,1903,24,opaque white
1904,1904,27,open-work
1905,1905,27,open-work lace paper
1906,1906,6,openwork lace paper
1907,1907,24,orange
1908,1908,36,oribe type
1909,1909,27,other materials
1910,1910,33,other woods
1911,1911,2,over a little black chalk
1912,1912,22,over a sketch in graphite
1913,1913,2,over black and red chalk
1914,1914,2,over black chalk
1915,1915,23,over black chalk (recto)
1916,1916,23,over black chalk (verso)
1917,1917,2,over black chalk on light tan paper
1918,1918,22,over black chalk or graphite
1919,1919,22,over black chalk underdrawing
1920,1920,22,over graphite
1921,1921,19,over graphite or lead point
1922,1922,22,over graphite underdrawing
1923,1923,19,over lead point or graphite
1924,1924,19,over leadpoint
1925,1925,2,over leadpoint or black chalk
1926,1926,2,over red chalk
1927,1927,22,over ruling in graphite
1928,1928,22,over touches of graphite
1929,1929,22,over traces of black chalk
1930,1930,22,over traces of black chalk (recto)
1931,1931,22,over traces of graphite or lead
1932,1932,19,over traces of leadpoint
1933,1933,22,over traces of ruling in graphite
1934,1934,11,paint
1935,1935,23,paint (mostly modern)
1936,1936,11,paint
1937,1937,33,painted
1938,1938,28,painted and gilded
1939,1939,28,painted and gilded cartonnage
1940,1940,28,painted and gilded limewood
1941,1941,28,painted and gilded walnut
1942,1942,33,painted and gilded wood
1943,1943,27,painted by hand and mounted on linen
1944,1944,36,painted enamel
1945,1945,38,painted enamel on copper
1946,1946,32,painted enamel on gold
1947,1947,28,painted in overglaze gilt
1948,1948,36,painted in overglaze polychrome enamels
1949,1949,26,painted limestone
1950,1950,26,painted terracotta
1951,1951,30,painted tin
1952,1952,20,painted white oak
1953,1953,23,painted with underglaze cobalt (hizen ware)
1954,1954,33,painted wood
1955,1955,20,painted yellow poplar
1956,1956,27,pair of hanging scrolls
1957,1957,14,paper
1958,1958,27,paper (four layers of pasteboard) with pen and ink
1959,1959,14,paper and ivory
1960,1960,27,paper and metal paint / paint
1961,1961,14,paper fringe
1962,1962,14,paper maché
1963,1963,14,paper negative
1964,1964,21,paper reinforced with silk
1965,1965,7,papier mache
1966,1966,7,papier-mâché
1967,1967,16,papyrus
1968,1968,12,papyrus and ink
1969,1969,12,papyrus with ink
1970,1970,28,parcel gilt
1971,1971,28,parcel-gilt
1972,1972,14,parchment
1973,1973,23,parchment (vellum)
1974,1974,14,parchment paper
1975,1975,39,parian
1976,1976,39,parian porcelain
1977,1977,27,part of an album of woodblock prints (surimono)
1978,1978,28,partial gilt
1979,1979,28,partially gilded
1980,1980,36,partially glazed earthenware
1981,1981,28,partly blued
1982,1982,38,partly blued steel
1983,1983,36,partly enameled
1984,1984,32,partly enameled gold
1985,1985,28,partly gilded
1986,1986,28,partly gilt
1987,1987,27,partly turned and carved
1988,1988,7,paste
1989,1989,7,paste cabochons
1990,1990,16,pastel
1991,1991,27,pastel manner
1992,1992,14,pastel on paper
1993,1993,28,patina
1994,1994,26,patinated plaster
1995,1995,37,pattern molded
1996,1996,37,pattern-molded glass
1997,1997,15,peacock feather filaments
1998,1998,32,pearl
1999,1999,32,pearls
2000,2000,9,pearwood
2001,2001,34,peking glass
2002,2002,12,pen
2003,2003,12,pen and bistre
2004,2004,2,pen and black
2005,2005,12,pen and black and brown ink
2006,2006,12,pen and black and gray ink
2007,2007,2,pen and black in
2008,2008,12,pen and black ink
2009,2009,12,pen and black ink and watercolor
2010,2010,12,pen and black ink on tracing paper
2011,2011,12,pen and black ink over graphite
2012,2012,12,pen and black ink watercolor and gouache
2013,2013,12,pen and black ink with grey wash
2014,2014,12,pen and black ink with watercolor
2015,2015,12,pen and blue ink
2016,2016,12,pen and brown and black ink
2017,2017,12,pen and brown ink
2018,2018,12,pen and brown ink (recto)
2019,2019,12,pen and brown ink over black chalk
2020,2020,12,pen and brown ink over graphite
2021,2021,12,pen and brown ink over leadpoint
2022,2022,12,pen and brown ink over traces of black chalk
2023,2023,12,pen and brown-gray ink
2024,2024,12,pen and brush and brown ink
2025,2025,12,pen and dark brown ink
2026,2026,12,pen and dark brown ink.  on off-white paper
2027,2027,12,pen and gray and brown ink
2028,2028,12,pen and gray and rose ink
2029,2029,12,pen and gray ink
2030,2030,12,pen and ink
2031,2031,12,pen and ink and gouache
2032,2032,12,pen and ink and watercolor
2033,2033,12,pen and ink and watercolor on laid paper
2034,2034,14,pen and ink and watercolor on wove paper
2035,2035,12,pen and ink on paper
2036,2036,12,pen and ink on tracing paper
2037,2037,12,pen and ink over graphite
2038,2038,12,pen and ink with wash
2039,2039,12,pen and iron gall ink
2040,2040,12,pen and light brown ink
2041,2041,11,pen and wash
2042,2042,12,pencil
2044,2044,28,pewter
2045,2045,27,photo-relief and letterpress on beige paper
2046,2046,27,photo-relief and letterpress on buff paper
2047,2047,27,photo-relief and letterpress on green paper
2048,2048,27,photo-relief and letterpress on pink paper
2049,2049,16,photograph
2051,2051,14,photorelief and letterpress on pink paper
2052,2052,31,phyllitic schist
2053,2053,28,pierced
2054,2054,7,pigment
2055,2055,7,pigmented resin inlay
2056,2056,7,pigments
2057,2057,5,pigskin
2058,2058,23,pile)
2060,2060,20,pine
2061,2061,33,pine soot and binding medium
2062,2062,20,pine wood
2063,2063,3,pineapple fiber
2064,2064,24,pink marble
2065,2065,11,pink wash
2066,2066,23,"plant remains (""balanites aegyptiaca"")"
2067,2067,35,plasma
2068,2068,26,plaster
2069,2069,26,plaster
2070,2070,26,plaster
2071,2071,33,plastered and painted wood
2072,2072,37,plastic
2073,2073,38,plated base metal
2074,2074,1,plates: engraving
2075,2075,32,platinum
2076,2076,32,platinum print
2077,2077,14,plumbago on vellum
2078,2078,19,point d'alençon
2079,2079,19,point d'angleterre
2080,2080,19,point d'argentan
2081,2081,19,point de gaze
2082,2082,19,point d’alençon
2083,2083,38,polished
2084,2084,39,polychrome
2085,2085,39,polychrome enamels
2086,2086,36,polychrome enamels (arita ware)
2087,2087,33,polychrome wood
2088,2088,16,polychrome woodblock print
2089,2089,16,polychrome woodblock print (surimono)
2090,2090,23,polychrome woodblock print (urushi-e)
2091,2091,16,polychrome woodblock printed book
2093,2093,28,polychromed and gilded
2094,2094,28,polychromed and gilt
2095,2095,26,polychromed terracotta
2096,2096,26,polychromed terracotta body
2097,2097,26,polychromed terracotta head
2098,2098,33,polychromed terracotta head and wooden limbs
2099,2099,33,polychromed wood and terracotta
2101,2101,20,poplar
2102,2102,28,poplar. gilt
2103,2103,36,porcelain
2104,2104,30,porcelain decorated in underglaze blue
2105,2105,36,porcelain painted in famille verte enamels
2106,2106,36,porcelain painted in overglaze enamels
2107,2107,36,porcelain painted in overglaze polychrome enamels
2108,2108,36,porcelain painted in polychrome enamels
2109,2109,30,porcelain painted in underglaze blue
2110,2110,30,porcelain painted with cobalt blue under and colored enamels over transparent glaze
2111,2111,30,"porcelain with ""powder-blue"" glaze"
2112,2112,36,porcelain with celadon glaze
2113,2113,30,porcelain with copper-red glaze
2114,2114,30,porcelain with dark blue glaze
2115,2115,30,porcelain with dark red glaze
2116,2116,36,porcelain with incised decoration
2117,2117,30,porcelain with iron-red glaze
2118,2118,30,porcelain with marbled glaze
2119,2119,30,porcelain with mirror-black glaze
2120,2120,30,porcelain with moonlight glaze (jingdezhen ware)
2121,2121,30,porcelain with ox-blood glaze
2122,2122,30,porcelain with peach-bloom glaze (jingdezhen ware)
2123,2123,30,porcelain with relief decoration
2124,2124,36,porcelain with reticulated decoration
2125,2125,30,porcelain with underglaze blue
2126,2126,23,porcelain with underglaze blue (arita ware)
2127,2127,23,porcelain with underglaze blue (hirado ware)
2128,2128,23,porcelain with underglaze blue (hizen ware)
2129,2129,30,porcelain with yellow glaze
2130,2130,30,porcelain with yellow glaze (jingdezhen ware)
2131,2131,36,porcelain
2132,2132,26,porcelaneous clay
2133,2133,15,porcupine quill
2134,2134,31,porphyry
2135,2135,19,possibly by the artist
2136,2136,24,possibly etched to produce yellow mottling
2137,2137,38,possibly iron
2138,2138,27,post-fired paint
2139,2139,38,pot metal
2140,2140,34,pot metal glass
2141,2141,34,pot-metal glass
2142,2142,34,pot-metal glass and vitreous paint
2143,2143,5,potten kant
2144,2144,39,pottery
2145,2145,23,pottery (cizhou ware)
2146,2146,23,pottery (jun ware)
2147,2147,23,pottery (longquan ware)
2148,2148,12,pottery and ink
2149,2149,30,pottery covered with glaze
2150,2150,12,pottery fragment with ink inscription
2151,2151,12,pottery fragments with ink inscription
2152,2152,32,precious stones
2153,2153,34,pressed amethyst glass
2154,2154,27,pressed and free-blown lead glass
2155,2155,34,pressed blue glass
2156,2156,34,pressed colorless and cranberry glass
2157,2157,34,pressed colorless and opalescent glass
2158,2158,34,pressed colorless and opaque cranberry glass
2159,2159,3,pressed cranberry
2160,2160,34,pressed cranberry and opalescent glass
2161,2161,34,pressed glass
2162,2162,34,pressed green glass
2163,2163,24,pressed opaque blue and white glass
2164,2164,34,pressed purple marble glass
2165,2165,34,pressed yellow glass
2166,2166,16,print
2167,2167,16,printed
2168,2168,16,printed book with woodcut illustrations
2169,2169,27,printed from a plate engraved in the niello manner
2170,2170,12,printed in brown ink
2171,2171,27,printed in color
2172,2172,12,printed in green ink
2173,2173,27,privately published polychrome woodblock prints (surimono) mounted in an album
2174,2174,27,privately published woodblock prints (surimono) mounted in an album
2175,2175,19,probably by a later hand
2176,2176,19,probably by the artist
2177,2177,38,probably copper
2178,2178,39,probably earthenware
2179,2179,19,probably first state of four
2180,2180,19,product of hisatomi yojibei
2181,2181,23,proof (delteil)
2182,2182,6,punto avorio
2183,2183,6,punto di ragusa
2184,2184,6,punto in aria
2185,2185,6,punto à rammendo
2186,2186,6,punto à tela
2187,2187,25,purl
2188,2188,9,purpleheart
2190,2190,8,quartz
2191,2191,31,quartzite
2192,2192,5,raden
2193,2193,5,raden inlay
2194,2194,9,rattan
2195,2195,5,rawhide
2196,2196,0,ray skin
2198,2198,23,rayskin (samé)
2199,2199,24,red
2200,2200,2,red and black chalk
2201,2201,2,red and black lacquer
2202,2202,32,red and silver hiramakie
2203,2203,20,red cedar
2204,2204,2,red chalk
2205,2205,23,red chalk (recto)
2206,2206,2,red chalk on light tan paper
2207,2207,30,red earthenware
2208,2208,34,red glass
2209,2209,12,red ink
2210,2210,24,red jasper
2211,2211,24,red lacquer
2212,2212,20,red oak
2213,2213,20,red pine
2214,2214,24,red quartzite
2215,2215,24,red sandstone
2216,2216,30,red stoneware
2217,2217,11,red wash
2218,2218,39,reddish earthenware
2219,2219,22,redrawn in graphite on verso
2221,2221,3,reed
2222,2222,23,relief print (wood or metal)
2223,2223,38,remnant of iron pin
2224,2224,38,remnants of iron pin
2225,2225,5,repoussé
2226,2226,37,resin
2227,2227,15,resist dyed
2228,2228,23,resist-dyed (ikat)
2229,2229,21,resist-dyed silk satin damask (rinzu)
2231,2231,28,reverse gilt
2232,2232,27,reverse painted
2233,2233,32,rhinestone
2234,2234,32,rhinestones
2235,2235,34,rock crystal
2236,2236,34,rock crystal with jadeite stopper
2238,2238,27,roller printed
2239,2239,27,roller-printed
2240,2240,4,roller-printed cotton
2241,2241,13,rope
2242,2242,32,rose
2243,2243,32,rose quartz
2244,2244,11,rose wash
2245,2245,9,rosewood
2246,2246,9,rosewood veneer
2247,2247,22,roulette
2248,2248,18,round fan mounted as an album leaf
2249,2249,8,rubies
2250,2250,8,ruby
2251,2251,19,ruled construction
2252,2252,19,ruling
2253,2253,27,sacrificial materials
2254,2254,30,salt-glazed stoneware
2255,2255,14,salted paper print
2256,2256,14,salted paper print from glass negative
2257,2257,14,salted paper print from paper negative
2258,2258,20,sandalwood
2259,2259,31,sandstone
2260,2260,22,sandstone with traces of pigment
2261,2261,31,sandstone
2262,2262,8,sapphires
2263,2263,5,sard
2265,2265,32,sardonyx and gold
2266,2266,6,satin
2267,2267,13,satin worked with silk and metal thread
2269,2269,29,scalloped border
2270,2270,31,schist
2271,2271,0,scratching
2272,2272,19,second state
2273,2273,19,second state of three
2274,2274,19,second state of two
2275,2275,32,seed pearls
2276,2276,36,semi-eggshell porcelain with famille rose enamels
2277,2277,30,semi-porcelain
2278,2278,32,semi-precious stones
2279,2279,8,semiprecious stones
2280,2280,6,sequins
2281,2281,29,serpentine
2282,2282,29,serpentine
2283,2283,31,serpentinite
2284,2284,27,set of four hanging scrolls
2285,2285,27,set of three woodblock printed books
2287,2287,0,shark skin
2288,2288,5,sharkskin
2289,2289,38,sheffield plate
2290,2290,32,sheffield silver plate
2291,2291,17,shell
2292,2292,23,shell (marine)
2293,2293,17,shell beads
2294,2294,17,shell inlay
2295,2295,7,shellac
2296,2296,17,shells
2297,2297,36,shigaraki ware
2298,2298,36,shino type
2299,2299,6,silk
2300,2300,13,silk & metal thread
2301,2301,25,silk (warp and weft)
2302,2302,6,silk / brocaded
2303,2303,21,silk / compound weave
2304,2304,6,silk / damask
2305,2305,21,silk / tapestry
2306,2306,21,silk and cotton
2307,2307,21,silk and cotton on linen
2308,2308,32,silk and gold
2309,2309,13,silk and gold thread
2310,2310,21,silk and hemp
2311,2311,21,silk and linen
2312,2312,10,silk and linen on linen
2313,2313,13,silk and metal thread
2314,2314,13,silk and metal thread on canvas
2315,2315,13,silk and metal thread on cotton
2316,2316,13,silk and metal thread on felt
2317,2317,13,silk and metal thread on linen
2318,2318,13,silk and metal thread on silk
2319,2319,13,silk and metal thread on wool
2320,2320,13,silk and metal wrapped thread
2321,2321,13,silk and metal-wrapped thread on linen
2322,2322,13,silk and metallic thread
2323,2323,21,silk and metallic thread embroidery on silk satin
2324,2324,13,silk and metallic thread tapestry (kesi)
2325,2325,13,silk and metallic-thread tapestry (kesi)
2326,2326,21,silk and wool on canvas
2327,2327,21,silk and wool on wool canvas
2328,2328,6,silk chiffon
2329,2329,21,silk embroidery on cotton
2330,2330,21,silk embroidery on linen
2331,2331,21,silk embroidery on silk
2332,2332,6,silk lining
2333,2333,21,silk on canvas
2334,2334,21,silk on cotton
2335,2335,21,silk on felt
2336,2336,21,silk on linen
2337,2337,21,silk on linen canvas
2338,2338,21,silk on silk
2339,2339,21,silk on wool
2340,2340,21,silk on wool canvas
2341,2341,6,silk ribbon
2342,2342,6,silk satin
2343,2343,6,silk satin with supplementary weft patterning
2344,2344,23,silk tapestry (kesi)
2345,2345,21,silk thread on silk
2346,2346,6,silk twill brocaded with silk
2347,2347,6,silk velvet
2348,2348,6,silk
2349,2349,6,silk
2350,2350,6,silk
2351,2351,6,silk
2352,2352,6,silk
2353,2353,6,silk
2354,2354,6,silk
2355,2355,6,silk
2356,2356,6,silk
2357,2357,6,silk
2358,2358,6,silk
2359,2359,6,silk
2360,2360,6,silk
2361,2361,6,silk
2362,2362,32,silver
2363,2363,23,silver (hammered)
2364,2364,38,silver alloy
2365,2365,2,silver and black hiramakie
2366,2366,32,silver and brass inlay
2367,2367,32,silver and brown hiramakie
2368,2368,32,silver and gilded silver
2369,2369,32,silver and silver gilt
2370,2370,32,silver and silver-gilt
2371,2371,32,silver filigree
2372,2372,28,silver gilt
2373,2373,28,silver gilt and niello
2374,2374,32,silver inlay
2375,2375,32,silver mount
2376,2376,32,silver mounts
2377,2377,38,silver on base metal
2378,2378,14,silver on paper
2379,2379,38,silver plate on copper
2380,2380,32,silver plated
2381,2381,32,silver plated and gilt
2382,2382,32,silver stain
2383,2383,32,silver takamaki-e
2384,2384,13,silver thread
2385,2385,32,silver wire
2386,2386,32,silver with parcel gilding
2387,2387,28,silver-gilt
2388,2388,28,silver-gilt thread
2389,2389,32,silver-plated
2390,2390,32,silver
2391,2391,32,silver
2392,2392,32,silver
2393,2393,28,silvered
2394,2394,23,silvered (cliché)
2395,2395,28,silvered and yellow varnished
2396,2396,38,silvered copper
2397,2397,38,silvered copper alloy
2398,2398,0,skin
2399,2399,26,slate
2400,2400,22,slight traces of red chalk
2401,2401,13,slip
2402,2402,37,slip decoration
2404,2404,5,snakeskin
2405,2405,9,snakewood
2406,2406,27,"so-called ""mina'i"" ware"
2407,2407,26,soapstone
2408,2408,27,soft ground etching
2409,2409,20,soft maple
2410,2410,30,soft paste porcelain
2411,2411,30,soft-paste porcelain
2412,2412,27,some cast plaster elements
2413,2413,27,some with traces of leaf gilding
2414,2414,5,spangles
2415,2415,5,spangles
2417,2417,24,spinach-green
2419,2419,20,spruce
2420,2420,2,squared for transfer in black chalk
2421,2421,5,staghorn
2422,2422,34,stained
2423,2423,34,stained glass
2424,2424,19,state i
2425,2425,19,state iii
2427,2427,23,steatite (glazed)
2429,2429,38,steel
2430,2430,38,steel engraving
2431,2431,35,stem
2432,2432,1,stipple engraving
2433,2433,1,stipple engraving and etching
2434,2434,1,stipple etching and engraving
2435,2435,5,stippled
2436,2436,26,stone
2437,2437,26,stone inlays
2438,2438,26,stone
2439,2439,26,stone
2444,2444,8,stones
2445,2445,39,stoneware
2446,2446,23,stoneware (seto ware)
2447,2447,30,stoneware with blue glaze
2448,2448,30,stoneware with celadon glaze (yue ware)
2449,2449,30,stoneware with green glaze
2450,2450,36,stoneware with inlaid design under celadon glaze
2451,2451,30,stoneware with natural ash glaze (shigaraki ware)
2452,2452,30,stoneware with natural ash glaze (sue ware)
2453,2453,23,stoneware with sgraffito decoration (cizhou ware)
2454,2454,30,stoneware with splashed glaze (jun ware)
2455,2455,39,stoneware
2456,2456,27,stop-out
2457,2457,3,straw
2458,2458,3,straw and palm leaf
2459,2459,33,straw on wood
2460,2460,18,string
2461,2461,19,struck
2462,2462,28,struck and silvered
2463,2463,26,stucco
2464,2464,23,stucco (mortar)
2465,2465,23,stucco (mortar)
2466,2466,23,stucco (white mortar)
2467,2467,26,stucco
2468,2468,26,stucco
2469,2469,26,stucco
2470,2470,19,stumped
2471,2471,5,stumping
2472,2472,35,suisaka type
2473,2473,7,sulphur tint
2474,2474,0,sulphur tint or open bite
2475,2475,0,sun-dried mud
2476,2476,3,sweet gum
2477,2477,5,sycomore
2478,2478,25,synthetic
2479,2479,23,takamaki-e
2481,2481,21,tapestry weave
2482,2482,9,teak
2483,2483,0,teeth
2484,2484,7,tempera
2485,2485,14,tempera and gold on parchment
2486,2486,33,tempera and gold on wood
2487,2487,14,tempera on canvas
2488,2488,14,tempera on paper
2489,2489,33,tempera on wood
2490,2490,7,tempera paint
2491,2491,10,tent
2492,2492,26,terra cotta
2493,2493,26,terracotta
2494,2494,26,terracotta
2495,2495,5,tesserae
2496,2496,25,textile
2497,2497,23,textile (silk)
2498,2498,23,textile (velvet)
2499,2499,27,the rim finished at the furnace
2500,2500,19,third state
2501,2501,19,third state of three (gonse)
2502,2502,20,thorn
2503,2503,13,thread
2504,2504,19,three cases
2505,2505,19,three volumes
2506,2506,26,tile
2507,2507,38,tin
2508,2508,36,tin-enameled earthenware
2509,2509,30,tin-glaze
2510,2510,23,tin-glaze (majolica)
2511,2511,30,tin-glazed and luster-painted earthenware
2512,2512,30,tin-glazed earthenware
2513,2513,23,tin-glazed earthenware (delftware)
2514,2514,30,tin-glazed soft-paste porcelain
2515,2515,38,tinned bronze
2516,2516,38,tinned copper
2517,2517,15,tinsel
2518,2518,1,tintype
2519,2519,27,tintype with applied color
2520,2520,35,tissue
2522,2522,23,togidashimaki-e
2523,2523,5,tooled
2524,2524,27,tooled on the pontil
2525,2525,8,topaz
2526,2526,17,tortoise shell
2527,2527,5,tortoiseshell
2528,2528,22,traces of black chalk
2529,2529,22,traces of gilding
2530,2530,22,traces of paint
2531,2531,22,traces of paint & gilding
2532,2532,22,traces of polychromy
2533,2533,22,traces of red chalk
2534,2534,19,trailed
2535,2535,16,transfer lithograph
2536,2536,27,transfer lithograph with scraping
2537,2537,16,transfer lithograph with stumping
2538,2538,27,transfer-printed
2539,2539,33,transferred from wood
2540,2540,27,transferred to canvas and attached to wood panels
2541,2541,36,translucent enamel
2542,2542,7,translucent enamels
2543,2543,14,translucent watercolor on paper
2544,2544,7,transparent glaze
2545,2545,14,transparent transfer paper
2546,2546,23,travertine (egyptian alabaster)
2547,2547,16,triptych of polychrome woodblock prints
2549,2549,3,tulip
2550,2550,20,tulip poplar
2552,2552,8,turquoise
2553,2553,17,turtle shell
2554,2554,19,two volumes
2555,2555,27,two-panel folding screen
2557,2557,30,un-baked clay
2558,2558,10,unbleached linen
2559,2559,39,undecorated
2560,2560,27,underglaze-painted
2561,2561,19,undescribed state
2562,2562,39,unglazed
2563,2563,26,unglazed buff clay
2564,2564,18,unmounted shikisi leaf
2565,2565,32,varicolored gold
2566,2566,27,various materials
2567,2567,7,varnish
2568,2568,9,varnished
2569,2569,3,vegetable fiber
2570,2570,16,vellum
2571,2571,14,vellum laid on card
2572,2572,6,velvet
2573,2573,13,velvet and metal thread
2574,2574,9,veneered with tulipwood
2575,2575,5,verre églomisé
2576,2576,24,violet
2577,2577,24,violet and yellow
2578,2578,7,vitreous paint
2579,2579,11,vitreous paint and silver stain
2580,2580,20,walnut
2581,2581,20,walnut and other woods
2582,2582,9,walnut veneer
2583,2583,17,walrus ivory
2584,2584,11,wash
2585,2585,11,wash and watercolor
2586,2586,14,wash and watercolor over graphite on wove paper
2587,2587,11,washed
2588,2588,16,watercolor
2589,2589,16,watercolor ans gouache with gum arabic
2590,2590,14,watercolor on blue paper
2591,2591,14,watercolor on ivory
2592,2592,27,watercolor on ivory in gilded copper case
2593,2593,14,watercolor on off-white wove paper
2594,2594,14,watercolor on paper
2595,2595,14,watercolor on wove paper
2596,2596,22,watercolor over graphite
2597,2597,22,watercolor over graphite with touches of gouache
2598,2598,22,watercolor over traces of graphite
2599,2599,16,watercolour
2600,2600,7,wax
2601,2601,14,waxed paper negative
2602,2602,26,waxed plaster
2603,2603,25,weft
2604,2604,25,weft and pile)
2605,2605,25,weft loop weave
2606,2606,35,whale bone
2607,2607,17,whale ivory
2608,2608,5,whalebone
2609,2609,2,white
2610,2610,24,white and blue-green faience
2611,2611,34,white and pot-metal glass with vitreous paint
2612,2612,2,white card
2613,2613,2,white card stock with gilding
2614,2614,2,white card with embossed
2615,2615,20,white cedar
2616,2616,2,white chalk
2617,2617,30,white earthenware
2618,2618,34,white glass
2619,2619,2,white gouache
2620,2620,2,white heightening
2621,2621,2,white marble
2622,2622,2,white marble from béat
2623,2623,2,white marble of st. beat
2624,2624,2,white metal
2625,2625,20,white oak
2626,2626,20,white pine
2627,2627,30,white porcelain
2628,2628,30,white porcelain decorated in blue under the glaze
2629,2629,2,white slip
2630,2630,24,white with faint grayish tint
2631,2631,24,white with greenish tint
2632,2632,24,white with light greenish tint
2633,2633,15,whitewash
2634,2634,38,wire
