,attributeID,cluster,tier2
1727,1727,15,linen and wool
1728,1728,40,linen cord
1729,1729,15,linen embroidered with crewel wool
1730,1730,13,linen embroidered with silk thread
1731,1731,15,linen embroidered with wool
1732,1732,15,linen on linen
1733,1733,14,linen thread
1734,1734,15,linen warp
1735,1735,15,linen
1736,1736,15,linen
1737,1737,15,linen
1738,1738,26,lithograph
1739,1739,11,lithograph and pen and brown ink on newsprint
1740,1740,12,lithograph in black on light gray chine collé laid down on ivory wove paper
1741,1741,1,lithograph on chine collé
1742,1742,26,lithograph on newsprint
1743,1743,12,lithograph on wove paper
1744,1744,26,lithograph with scraping
1745,1745,26,lithographic crayon
1746,1746,6,lithography
1747,1747,37,long-and-short
1748,1748,13,looped embroidery
1749,1749,31,low-fired whitish clay
1750,1750,31,luster-painted
1752,1752,49,lustered earthenware
1755,1755,17,machine net
1756,1756,4,macramé
1757,1757,34,magnetite
1758,1758,29,mahogany
1759,1759,29,mahogany veneer
1760,1760,29,mahogany with ash
1761,1761,39,maiolica (tin-glazed earthenware)
1762,1762,9,malachite
1763,1763,11,manuscript: ink
1764,1764,29,maple
1765,1765,32,marble
1766,1766,32,marble (carrara marble)
1767,1767,32,marble
1768,1768,33,marquetry of various woods
1769,1769,35,matsugatani type
1770,1770,26,matted painting
1771,1771,41,mazarin blue ground with gold decoration
1772,1772,28,medallion: cast terracotta (terre de chaumont)
1773,1773,5,medium
1774,1774,43,mercury
1775,1775,34,meta-greywacke
1776,1776,36,metal
1777,1777,36,metal ears
1778,1778,36,metal inlay
1779,1779,36,metal leaf
1780,1780,22,metal leaf on parchment
1781,1781,36,metal mounts
1782,1782,36,metal plate engraving
1783,1783,36,metal thread
1784,1784,14,metal thread and linen
1785,1785,14,metal thread on canvas
1786,1786,14,metal thread on silk
1787,1787,36,metal thread
1788,1788,36,metal thread
1789,1789,36,metal wrapped thread
1790,1790,36,metal-plate engraving
1791,1791,36,metallic
1792,1792,11,metallic ink
1793,1793,14,metallic thread
1794,1794,14,metallic thread embroidery on silk satin
1795,1795,14,metallic thread on silk
1796,1796,14,metallic thread
1797,1797,14,metallic yarn
1799,1799,7,mezzo punto
1800,1800,1,mezzotint
1801,1801,1,mezzotint on chine collé
1802,1802,10,mezzotint touched with white chalk
1803,1803,1,mezzotint with drypoint
1804,1804,1,mezzotint
1805,1805,8,mica
1806,1806,26,middle sheet of a triptych of polychrome woodblock prints
1807,1807,13,milanese lace
1808,1808,44,milk glass
1809,1809,44,mirror glass
1810,1810,18,mixed method engraving and etching
1811,1811,33,modeled
1812,1812,22,modern vellum binding
1813,1813,36,molded
1814,1814,33,molded in relief
1815,1815,36,molded ornament
1816,1816,30,monochrome woodblock print
1817,1817,25,mordant painted and dyed
1818,1818,38,mortar
1819,1819,33,mortar traces
1820,1820,9,moss agate
1821,1821,37,mother-of-pearl
1822,1822,39,mottled brown earthenware
1823,1823,41,mounted in gold as a pendant
1824,1824,23,mounted on board
1825,1825,23,mounted on canvas
1826,1826,5,mud
1827,1827,38,mud plaster
1828,1828,29,mulberry
1829,1829,8,mummification material
1830,1830,35,nabeshima type
1832,1832,37,native-tanned leather
1833,1833,5,native-tanned skin
1834,1834,33,natural and artificial stones
1835,1835,13,needle lace
1836,1836,13,needlework
1837,1837,9,nephrite
1838,1838,28,neutral chalcedony (quartz)
1839,1839,47,nickel
1840,1840,41,nickel silver
1841,1841,41,nickel-silver
1843,1843,37,non-lead glass
1844,1844,42,non-lead glass with enamel decoration
1845,1845,42,non-lead glass with engraved decoration
1846,1846,5,now discolored to warm gray
1847,1847,29,oak
1848,1848,29,oak and sycamore woods
1849,1849,29,oak lower moldings
1850,1850,25,oak lower moldings and feather keys
1851,1851,29,oak veneered with ebony
1852,1852,33,oak with traces of polychromy and gilding
1853,1853,19,oak. carved
1854,1854,9,obsidian
1855,1855,22,oil and gold on wood
1856,1856,22,oil on canvas
1857,1857,22,oil on cardboard
1858,1858,22,oil on copper
1859,1859,22,oil on glass
1860,1860,22,oil on linden
1861,1861,29,oil on oak
1862,1862,22,oil on panel
1863,1863,22,oil on paper
1864,1864,22,oil on slate paper
1865,1865,22,oil on wood
1866,1866,22,oil paint
1867,1867,22,oil paint on paper
1868,1868,10,olive green
1869,1869,10,olive-brown patina
1870,1870,12,on beige laid paper
1871,1871,12,on beige paper
1872,1872,12,on blue paper
1873,1873,12,on blue-gray paper
1874,1874,12,on brown paper
1875,1875,12,on brown-washed paper
1876,1876,12,on brownish paper
1877,1877,12,on buff laid paper
1878,1878,47,on copper
1879,1879,12,on cream laid paper
1880,1880,12,on gray paper
1881,1881,12,on light brown paper
1882,1882,25,on marble base
1883,1883,12,on paper
1884,1884,13,on silk
1885,1885,12,on thin laid paper. oval
1886,1886,12,on vellum
1887,1887,23,one of a triptych of hanging scrolls
1888,1888,27,one of five of a set of ten hanging scrolls
1889,1889,26,one sheet of a triptych of polychrome woodblock prints
1890,1890,20,only state
1891,1891,9,onyx
1892,1892,41,onyx and gold
1893,1893,28,onyx marble (tecalli)
1894,1894,42,opalescent and opaque white glass
1895,1895,44,opalescent glass
1896,1896,44,opaque glass
1897,1897,42,opaque glass with enamel decoration
1898,1898,42,opaque paint
1899,1899,16,opaque watercolor
1900,1900,22,opaque watercolor and gold on paper
1901,1901,12,opaque watercolor on palm leaf
1902,1902,12,opaque watercolor on paper
1903,1903,10,opaque white
1904,1904,37,open-work
1905,1905,37,open-work lace paper
1906,1906,13,openwork lace paper
1907,1907,10,orange
1908,1908,35,oribe type
1909,1909,33,other materials
1910,1910,27,other woods
1911,1911,10,over a little black chalk
1912,1912,33,over a sketch in graphite
1913,1913,10,over black and red chalk
1914,1914,10,over black chalk
1915,1915,28,over black chalk (recto)
1916,1916,28,over black chalk (verso)
1917,1917,12,over black chalk on light tan paper
1918,1918,10,over black chalk or graphite
1919,1919,16,over black chalk underdrawing
1920,1920,16,over graphite
1921,1921,27,over graphite or lead point
1922,1922,16,over graphite underdrawing
1923,1923,27,over lead point or graphite
1924,1924,27,over leadpoint
1925,1925,10,over leadpoint or black chalk
1926,1926,10,over red chalk
1927,1927,33,over ruling in graphite
1928,1928,33,over touches of graphite
1929,1929,33,over traces of black chalk
1930,1930,33,over traces of black chalk (recto)
1931,1931,33,over traces of graphite or lead
1932,1932,33,over traces of leadpoint
1933,1933,33,over traces of ruling in graphite
1934,1934,38,paint
1935,1935,28,paint (mostly modern)
1936,1936,38,paint
1937,1937,25,painted
1938,1938,25,painted and gilded
1939,1939,25,painted and gilded cartonnage
1940,1940,25,painted and gilded limewood
1941,1941,25,painted and gilded walnut
1942,1942,25,painted and gilded wood
1943,1943,23,painted by hand and mounted on linen
1944,1944,45,painted enamel
1945,1945,47,painted enamel on copper
1946,1946,41,painted enamel on gold
1947,1947,24,painted in overglaze gilt
1948,1948,45,painted in overglaze polychrome enamels
1949,1949,32,painted limestone
1950,1950,45,painted terracotta
1951,1951,45,painted tin
1952,1952,25,painted white oak
1953,1953,28,painted with underglaze cobalt (hizen ware)
1954,1954,25,painted wood
1955,1955,25,painted yellow poplar
1956,1956,23,pair of hanging scrolls
1957,1957,22,paper
1958,1958,11,paper (four layers of pasteboard) with pen and ink
1959,1959,22,paper and ivory
1960,1960,22,paper and metal paint / paint
1961,1961,22,paper fringe
1962,1962,0,paper maché
1963,1963,22,paper negative
1964,1964,14,paper reinforced with silk
1965,1965,0,papier mache
1966,1966,0,papier-mâché
1967,1967,0,papyrus
1968,1968,11,papyrus and ink
1969,1969,11,papyrus with ink
1970,1970,24,parcel gilt
1971,1971,24,parcel-gilt
1972,1972,0,parchment
1973,1973,28,parchment (vellum)
1974,1974,22,parchment paper
1975,1975,49,parian
1976,1976,49,parian porcelain
1977,1977,23,part of an album of woodblock prints (surimono)
1978,1978,24,partial gilt
1979,1979,25,partially gilded
1980,1980,39,partially glazed earthenware
1981,1981,25,partly blued
1982,1982,47,partly blued steel
1983,1983,48,partly enameled
1984,1984,48,partly enameled gold
1985,1985,25,partly gilded
1986,1986,24,partly gilt
1987,1987,27,partly turned and carved
1988,1988,31,paste
1989,1989,9,paste cabochons
1990,1990,16,pastel
1991,1991,16,pastel manner
1992,1992,12,pastel on paper
1993,1993,48,patina
1994,1994,38,patinated plaster
1995,1995,36,pattern molded
1996,1996,42,pattern-molded glass
1997,1997,21,peacock feather filaments
1998,1998,41,pearl
1999,1999,9,pearls
2000,2000,4,pearwood
2001,2001,44,peking glass
2002,2002,11,pen
2003,2003,11,pen and bistre
2004,2004,11,pen and black
2005,2005,11,pen and black and brown ink
2006,2006,11,pen and black and gray ink
2007,2007,11,pen and black in
2008,2008,11,pen and black ink
2009,2009,11,pen and black ink and watercolor
2010,2010,11,pen and black ink on tracing paper
2011,2011,11,pen and black ink over graphite
2012,2012,11,pen and black ink watercolor and gouache
2013,2013,11,pen and black ink with grey wash
2014,2014,11,pen and black ink with watercolor
2015,2015,11,pen and blue ink
2016,2016,11,pen and brown and black ink
2017,2017,11,pen and brown ink
2018,2018,11,pen and brown ink (recto)
2019,2019,11,pen and brown ink over black chalk
2020,2020,11,pen and brown ink over graphite
2021,2021,11,pen and brown ink over leadpoint
2022,2022,11,pen and brown ink over traces of black chalk
2023,2023,11,pen and brown-gray ink
2024,2024,11,pen and brush and brown ink
2025,2025,11,pen and dark brown ink
2026,2026,11,pen and dark brown ink.  on off-white paper
2027,2027,11,pen and gray and brown ink
2028,2028,11,pen and gray and rose ink
2029,2029,11,pen and gray ink
2030,2030,11,pen and ink
2031,2031,11,pen and ink and gouache
2032,2032,11,pen and ink and watercolor
2033,2033,11,pen and ink and watercolor on laid paper
2034,2034,12,pen and ink and watercolor on wove paper
2035,2035,11,pen and ink on paper
2036,2036,11,pen and ink on tracing paper
2037,2037,11,pen and ink over graphite
2038,2038,11,pen and ink with wash
2039,2039,11,pen and iron gall ink
2040,2040,11,pen and light brown ink
2041,2041,11,pen and wash
2042,2042,16,pencil
2044,2044,48,pewter
2045,2045,22,photo-relief and letterpress on beige paper
2046,2046,22,photo-relief and letterpress on buff paper
2047,2047,22,photo-relief and letterpress on green paper
2048,2048,22,photo-relief and letterpress on pink paper
2049,2049,26,photograph
2051,2051,12,photorelief and letterpress on pink paper
2052,2052,34,phyllitic schist
2053,2053,25,pierced
2054,2054,8,pigment
2055,2055,8,pigmented resin inlay
2056,2056,8,pigments
2057,2057,4,pigskin
2058,2058,28,pile)
2060,2060,29,pine
2061,2061,33,pine soot and binding medium
2062,2062,29,pine wood
2063,2063,3,pineapple fiber
2064,2064,10,pink marble
2065,2065,5,pink wash
2066,2066,28,"plant remains (""balanites aegyptiaca"")"
2067,2067,43,plasma
2068,2068,38,plaster
2069,2069,38,plaster
2070,2070,38,plaster
2071,2071,25,plastered and painted wood
2072,2072,36,plastic
2073,2073,36,plated base metal
2074,2074,18,plates: engraving
2075,2075,41,platinum
2076,2076,30,platinum print
2077,2077,12,plumbago on vellum
2078,2078,27,point d'alençon
2079,2079,27,point d'angleterre
2080,2080,27,point d'argentan
2081,2081,27,point de gaze
2082,2082,27,point d’alençon
2083,2083,47,polished
2084,2084,49,polychrome
2085,2085,49,polychrome enamels
2086,2086,28,polychrome enamels (arita ware)
2087,2087,45,polychrome wood
2088,2088,26,polychrome woodblock print
2089,2089,28,polychrome woodblock print (surimono)
2090,2090,28,polychrome woodblock print (urushi-e)
2091,2091,30,polychrome woodblock printed book
2093,2093,25,polychromed and gilded
2094,2094,24,polychromed and gilt
2095,2095,49,polychromed terracotta
2096,2096,45,polychromed terracotta body
2097,2097,45,polychromed terracotta head
2098,2098,25,polychromed terracotta head and wooden limbs
2099,2099,25,polychromed wood and terracotta
2101,2101,29,poplar
2102,2102,24,poplar. gilt
2103,2103,45,porcelain
2104,2104,45,porcelain decorated in underglaze blue
2105,2105,45,porcelain painted in famille verte enamels
2106,2106,45,porcelain painted in overglaze enamels
2107,2107,45,porcelain painted in overglaze polychrome enamels
2108,2108,45,porcelain painted in polychrome enamels
2109,2109,45,porcelain painted in underglaze blue
2110,2110,42,porcelain painted with cobalt blue under and colored enamels over transparent glaze
2111,2111,31,"porcelain with ""powder-blue"" glaze"
2112,2112,39,porcelain with celadon glaze
2113,2113,31,porcelain with copper-red glaze
2114,2114,39,porcelain with dark blue glaze
2115,2115,39,porcelain with dark red glaze
2116,2116,45,porcelain with incised decoration
2117,2117,31,porcelain with iron-red glaze
2118,2118,39,porcelain with marbled glaze
2119,2119,31,porcelain with mirror-black glaze
2120,2120,31,porcelain with moonlight glaze (jingdezhen ware)
2121,2121,31,porcelain with ox-blood glaze
2122,2122,31,porcelain with peach-bloom glaze (jingdezhen ware)
2123,2123,45,porcelain with relief decoration
2124,2124,45,porcelain with reticulated decoration
2125,2125,45,porcelain with underglaze blue
2126,2126,28,porcelain with underglaze blue (arita ware)
2127,2127,28,porcelain with underglaze blue (hirado ware)
2128,2128,28,porcelain with underglaze blue (hizen ware)
2129,2129,39,porcelain with yellow glaze
2130,2130,31,porcelain with yellow glaze (jingdezhen ware)
2131,2131,45,porcelain
2132,2132,45,porcelaneous clay
2133,2133,21,porcupine quill
2134,2134,34,porphyry
2135,2135,27,possibly by the artist
2136,2136,33,possibly etched to produce yellow mottling
2137,2137,43,possibly iron
2138,2138,37,post-fired paint
2139,2139,36,pot metal
2140,2140,42,pot metal glass
2141,2141,42,pot-metal glass
2142,2142,42,pot-metal glass and vitreous paint
2143,2143,4,potten kant
2144,2144,45,pottery
2145,2145,28,pottery (cizhou ware)
2146,2146,28,pottery (jun ware)
2147,2147,28,pottery (longquan ware)
2148,2148,11,pottery and ink
2149,2149,39,pottery covered with glaze
2150,2150,45,pottery fragment with ink inscription
2151,2151,45,pottery fragments with ink inscription
2152,2152,41,precious stones
2153,2153,42,pressed amethyst glass
2154,2154,37,pressed and free-blown lead glass
2155,2155,42,pressed blue glass
2156,2156,42,pressed colorless and cranberry glass
2157,2157,42,pressed colorless and opalescent glass
2158,2158,42,pressed colorless and opaque cranberry glass
2159,2159,3,pressed cranberry
2160,2160,42,pressed cranberry and opalescent glass
2161,2161,42,pressed glass
2162,2162,42,pressed green glass
2163,2163,42,pressed opaque blue and white glass
2164,2164,42,pressed purple marble glass
2165,2165,42,pressed yellow glass
2166,2166,30,print
2167,2167,30,printed
2168,2168,30,printed book with woodcut illustrations
2169,2169,23,printed from a plate engraved in the niello manner
2170,2170,11,printed in brown ink
2171,2171,30,printed in color
2172,2172,11,printed in green ink
2173,2173,23,privately published polychrome woodblock prints (surimono) mounted in an album
2174,2174,23,privately published woodblock prints (surimono) mounted in an album
2175,2175,27,probably by a later hand
2176,2176,27,probably by the artist
2177,2177,47,probably copper
2178,2178,49,probably earthenware
2179,2179,20,probably first state of four
2180,2180,33,product of hisatomi yojibei
2181,2181,28,proof (delteil)
2182,2182,7,punto avorio
2183,2183,7,punto di ragusa
2184,2184,7,punto in aria
2185,2185,7,punto à rammendo
2186,2186,7,punto à tela
2187,2187,13,purl
2188,2188,4,purpleheart
2190,2190,9,quartz
2191,2191,34,quartzite
2192,2192,4,raden
2193,2193,4,raden inlay
2194,2194,29,rattan
2195,2195,4,rawhide
2196,2196,5,ray skin
2198,2198,28,rayskin (samé)
2199,2199,10,red
2200,2200,10,red and black chalk
2201,2201,10,red and black lacquer
2202,2202,41,red and silver hiramakie
2203,2203,29,red cedar
2204,2204,10,red chalk
2205,2205,28,red chalk (recto)
2206,2206,12,red chalk on light tan paper
2207,2207,39,red earthenware
2208,2208,42,red glass
2209,2209,11,red ink
2210,2210,10,red jasper
2211,2211,10,red lacquer
2212,2212,29,red oak
2213,2213,29,red pine
2214,2214,32,red quartzite
2215,2215,32,red sandstone
2216,2216,39,red stoneware
2217,2217,5,red wash
2218,2218,49,reddish earthenware
2219,2219,12,redrawn in graphite on verso
2221,2221,29,reed
2222,2222,28,relief print (wood or metal)
2223,2223,43,remnant of iron pin
2224,2224,43,remnants of iron pin
2225,2225,4,repoussé
2226,2226,8,resin
2227,2227,15,resist dyed
2228,2228,28,resist-dyed (ikat)
2229,2229,13,resist-dyed silk satin damask (rinzu)
2231,2231,24,reverse gilt
2232,2232,25,reverse painted
2233,2233,48,rhinestone
2234,2234,48,rhinestones
2235,2235,42,rock crystal
2236,2236,42,rock crystal with jadeite stopper
2238,2238,30,roller printed
2239,2239,30,roller-printed
2240,2240,30,roller-printed cotton
2241,2241,40,rope
2242,2242,41,rose
2243,2243,41,rose quartz
2244,2244,5,rose wash
2245,2245,29,rosewood
2246,2246,29,rosewood veneer
2247,2247,17,roulette
2248,2248,23,round fan mounted as an album leaf
2249,2249,9,rubies
2250,2250,9,ruby
2251,2251,20,ruled construction
2252,2252,20,ruling
2253,2253,33,sacrificial materials
2254,2254,39,salt-glazed stoneware
2255,2255,22,salted paper print
2256,2256,22,salted paper print from glass negative
2257,2257,22,salted paper print from paper negative
2258,2258,29,sandalwood
2259,2259,32,sandstone
2260,2260,33,sandstone with traces of pigment
2261,2261,32,sandstone
2262,2262,9,sapphires
2263,2263,34,sard
2265,2265,41,sardonyx and gold
2266,2266,13,satin
2267,2267,14,satin worked with silk and metal thread
2269,2269,13,scalloped border
2270,2270,34,schist
2271,2271,5,scratching
2272,2272,20,second state
2273,2273,20,second state of three
2274,2274,20,second state of two
2275,2275,3,seed pearls
2276,2276,45,semi-eggshell porcelain with famille rose enamels
2277,2277,31,semi-porcelain
2278,2278,37,semi-precious stones
2279,2279,9,semiprecious stones
2280,2280,13,sequins
2281,2281,19,serpentine
2282,2282,19,serpentine
2283,2283,34,serpentinite
2284,2284,23,set of four hanging scrolls
2285,2285,30,set of three woodblock printed books
2287,2287,5,shark skin
2288,2288,4,sharkskin
2289,2289,36,sheffield plate
2290,2290,41,sheffield silver plate
2291,2291,21,shell
2292,2292,28,shell (marine)
2293,2293,21,shell beads
2294,2294,21,shell inlay
2295,2295,8,shellac
2296,2296,21,shells
2297,2297,45,shigaraki ware
2298,2298,35,shino type
2299,2299,13,silk
2300,2300,14,silk & metal thread
2301,2301,28,silk (warp and weft)
2302,2302,13,silk / brocaded
2303,2303,13,silk / compound weave
2304,2304,13,silk / damask
2305,2305,13,silk / tapestry
2306,2306,15,silk and cotton
2307,2307,15,silk and cotton on linen
2308,2308,41,silk and gold
2309,2309,14,silk and gold thread
2310,2310,15,silk and hemp
2311,2311,15,silk and linen
2312,2312,15,silk and linen on linen
2313,2313,14,silk and metal thread
2314,2314,14,silk and metal thread on canvas
2315,2315,14,silk and metal thread on cotton
2316,2316,14,silk and metal thread on felt
2317,2317,14,silk and metal thread on linen
2318,2318,14,silk and metal thread on silk
2319,2319,14,silk and metal thread on wool
2320,2320,14,silk and metal wrapped thread
2321,2321,14,silk and metal-wrapped thread on linen
2322,2322,14,silk and metallic thread
2323,2323,14,silk and metallic thread embroidery on silk satin
2324,2324,14,silk and metallic thread tapestry (kesi)
2325,2325,14,silk and metallic-thread tapestry (kesi)
2326,2326,15,silk and wool on canvas
2327,2327,15,silk and wool on wool canvas
2328,2328,13,silk chiffon
2329,2329,13,silk embroidery on cotton
2330,2330,13,silk embroidery on linen
2331,2331,13,silk embroidery on silk
2332,2332,13,silk lining
2333,2333,15,silk on canvas
2334,2334,15,silk on cotton
2335,2335,14,silk on felt
2336,2336,15,silk on linen
2337,2337,15,silk on linen canvas
2338,2338,13,silk on silk
2339,2339,15,silk on wool
2340,2340,15,silk on wool canvas
2341,2341,13,silk ribbon
2342,2342,13,silk satin
2343,2343,13,silk satin with supplementary weft patterning
2344,2344,28,silk tapestry (kesi)
2345,2345,14,silk thread on silk
2346,2346,13,silk twill brocaded with silk
2347,2347,13,silk velvet
2348,2348,13,silk
2349,2349,13,silk
2350,2350,13,silk
2351,2351,13,silk
2352,2352,13,silk
2353,2353,13,silk
2354,2354,13,silk
2355,2355,13,silk
2356,2356,13,silk
2357,2357,13,silk
2358,2358,13,silk
2359,2359,13,silk
2360,2360,13,silk
2361,2361,13,silk
2362,2362,41,silver
2363,2363,28,silver (hammered)
2364,2364,47,silver alloy
2365,2365,41,silver and black hiramakie
2366,2366,41,silver and brass inlay
2367,2367,41,silver and brown hiramakie
2368,2368,41,silver and gilded silver
2369,2369,41,silver and silver gilt
2370,2370,41,silver and silver-gilt
2371,2371,41,silver filigree
2372,2372,24,silver gilt
2373,2373,24,silver gilt and niello
2374,2374,41,silver inlay
2375,2375,41,silver mount
2376,2376,41,silver mounts
2377,2377,36,silver on base metal
2378,2378,22,silver on paper
2379,2379,41,silver plate on copper
2380,2380,41,silver plated
2381,2381,41,silver plated and gilt
2382,2382,41,silver stain
2383,2383,37,silver takamaki-e
2384,2384,41,silver thread
2385,2385,41,silver wire
2386,2386,41,silver with parcel gilding
2387,2387,24,silver-gilt
2388,2388,24,silver-gilt thread
2389,2389,41,silver-plated
2390,2390,41,silver
2391,2391,41,silver
2392,2392,41,silver
2393,2393,48,silvered
2394,2394,28,silvered (cliché)
2395,2395,25,silvered and yellow varnished
2396,2396,47,silvered copper
2397,2397,47,silvered copper alloy
2398,2398,5,skin
2399,2399,32,slate
2400,2400,33,slight traces of red chalk
2401,2401,14,slip
2402,2402,14,slip decoration
2404,2404,4,snakeskin
2405,2405,4,snakewood
2406,2406,37,"so-called ""mina'i"" ware"
2407,2407,32,soapstone
2408,2408,18,soft ground etching
2409,2409,29,soft maple
2410,2410,31,soft paste porcelain
2411,2411,31,soft-paste porcelain
2412,2412,33,some cast plaster elements
2413,2413,33,some with traces of leaf gilding
2414,2414,4,spangles
2415,2415,4,spangles
2417,2417,37,spinach-green
2419,2419,29,spruce
2420,2420,33,squared for transfer in black chalk
2421,2421,4,staghorn
2422,2422,25,stained
2423,2423,44,stained glass
2424,2424,20,state i
2425,2425,20,state iii
2427,2427,28,steatite (glazed)
2429,2429,47,steel
2430,2430,47,steel engraving
2431,2431,40,stem
2432,2432,6,stipple engraving
2433,2433,6,stipple engraving and etching
2434,2434,6,stipple etching and engraving
2435,2435,4,stippled
2436,2436,19,stone
2437,2437,19,stone inlays
2438,2438,19,stone
2439,2439,19,stone
2444,2444,19,stones
2445,2445,49,stoneware
2446,2446,28,stoneware (seto ware)
2447,2447,39,stoneware with blue glaze
2448,2448,39,stoneware with celadon glaze (yue ware)
2449,2449,39,stoneware with green glaze
2450,2450,39,stoneware with inlaid design under celadon glaze
2451,2451,31,stoneware with natural ash glaze (shigaraki ware)
2452,2452,31,stoneware with natural ash glaze (sue ware)
2453,2453,28,stoneware with sgraffito decoration (cizhou ware)
2454,2454,31,stoneware with splashed glaze (jun ware)
2455,2455,49,stoneware
2456,2456,37,stop-out
2457,2457,3,straw
2458,2458,3,straw and palm leaf
2459,2459,29,straw on wood
2460,2460,36,string
2461,2461,27,struck
2462,2462,25,struck and silvered
2463,2463,38,stucco
2464,2464,28,stucco (mortar)
2465,2465,28,stucco (mortar)
2466,2466,28,stucco (white mortar)
2467,2467,38,stucco
2468,2468,38,stucco
2469,2469,38,stucco
2470,2470,27,stumped
2471,2471,1,stumping
2472,2472,35,suisaka type
2473,2473,8,sulphur tint
2474,2474,5,sulphur tint or open bite
2475,2475,5,sun-dried mud
2476,2476,2,sweet gum
2477,2477,34,sycomore
2478,2478,8,synthetic
2479,2479,37,takamaki-e
2481,2481,13,tapestry weave
2482,2482,29,teak
2483,2483,5,teeth
2484,2484,16,tempera
2485,2485,22,tempera and gold on parchment
2486,2486,22,tempera and gold on wood
2487,2487,16,tempera on canvas
2488,2488,12,tempera on paper
2489,2489,12,tempera on wood
2490,2490,16,tempera paint
2491,2491,23,tent
2492,2492,49,terra cotta
2493,2493,49,terracotta
2494,2494,49,terracotta
2495,2495,34,tesserae
2496,2496,15,textile
2497,2497,28,textile (silk)
2498,2498,28,textile (velvet)
2499,2499,27,the rim finished at the furnace
2500,2500,20,third state
2501,2501,20,third state of three (gonse)
2502,2502,29,thorn
2503,2503,14,thread
2504,2504,27,three cases
2505,2505,27,three volumes
2506,2506,38,tile
2507,2507,47,tin
2508,2508,45,tin-enameled earthenware
2509,2509,31,tin-glaze
2510,2510,28,tin-glaze (majolica)
2511,2511,31,tin-glazed and luster-painted earthenware
2512,2512,39,tin-glazed earthenware
2513,2513,28,tin-glazed earthenware (delftware)
2514,2514,31,tin-glazed soft-paste porcelain
2515,2515,48,tinned bronze
2516,2516,47,tinned copper
2517,2517,4,tinsel
2518,2518,1,tintype
2519,2519,26,tintype with applied color
2520,2520,40,tissue
2522,2522,37,togidashimaki-e
2523,2523,4,tooled
2524,2524,12,tooled on the pontil
2525,2525,9,topaz
2526,2526,21,tortoise shell
2527,2527,4,tortoiseshell
2528,2528,33,traces of black chalk
2529,2529,33,traces of gilding
2530,2530,33,traces of paint
2531,2531,33,traces of paint & gilding
2532,2532,33,traces of polychromy
2533,2533,33,traces of red chalk
2534,2534,27,trailed
2535,2535,26,transfer lithograph
2536,2536,18,transfer lithograph with scraping
2537,2537,26,transfer lithograph with stumping
2538,2538,30,transfer-printed
2539,2539,33,transferred from wood
2540,2540,23,transferred to canvas and attached to wood panels
2541,2541,48,translucent enamel
2542,2542,8,translucent enamels
2543,2543,12,translucent watercolor on paper
2544,2544,39,transparent glaze
2545,2545,22,transparent transfer paper
2546,2546,28,travertine (egyptian alabaster)
2547,2547,26,triptych of polychrome woodblock prints
2549,2549,29,tulip
2550,2550,29,tulip poplar
2552,2552,9,turquoise
2553,2553,21,turtle shell
2554,2554,27,two volumes
2555,2555,23,two-panel folding screen
2557,2557,31,un-baked clay
2558,2558,15,unbleached linen
2559,2559,49,undecorated
2560,2560,37,underglaze-painted
2561,2561,20,undescribed state
2562,2562,49,unglazed
2563,2563,45,unglazed buff clay
2564,2564,26,unmounted shikisi leaf
2565,2565,41,varicolored gold
2566,2566,33,various materials
2567,2567,8,varnish
2568,2568,25,varnished
2569,2569,3,vegetable fiber
2570,2570,0,vellum
2571,2571,12,vellum laid on card
2572,2572,13,velvet
2573,2573,14,velvet and metal thread
2574,2574,25,veneered with tulipwood
2575,2575,7,verre églomisé
2576,2576,10,violet
2577,2577,10,violet and yellow
2578,2578,38,vitreous paint
2579,2579,42,vitreous paint and silver stain
2580,2580,29,walnut
2581,2581,29,walnut and other woods
2582,2582,29,walnut veneer
2583,2583,21,walrus ivory
2584,2584,5,wash
2585,2585,5,wash and watercolor
2586,2586,12,wash and watercolor over graphite on wove paper
2587,2587,5,washed
2588,2588,16,watercolor
2589,2589,2,watercolor ans gouache with gum arabic
2590,2590,12,watercolor on blue paper
2591,2591,12,watercolor on ivory
2592,2592,25,watercolor on ivory in gilded copper case
2593,2593,12,watercolor on off-white wove paper
2594,2594,12,watercolor on paper
2595,2595,12,watercolor on wove paper
2596,2596,16,watercolor over graphite
2597,2597,16,watercolor over graphite with touches of gouache
2598,2598,33,watercolor over traces of graphite
2599,2599,16,watercolour
2600,2600,8,wax
2601,2601,22,waxed paper negative
2602,2602,38,waxed plaster
2603,2603,13,weft
2604,2604,14,weft and pile)
2605,2605,13,weft loop weave
2606,2606,43,whale bone
2607,2607,21,whale ivory
2608,2608,4,whalebone
2609,2609,10,white
2610,2610,10,white and blue-green faience
2611,2611,42,white and pot-metal glass with vitreous paint
2612,2612,10,white card
2613,2613,22,white card stock with gilding
2614,2614,10,white card with embossed
2615,2615,29,white cedar
2616,2616,10,white chalk
2617,2617,39,white earthenware
2618,2618,42,white glass
2619,2619,16,white gouache
2620,2620,10,white heightening
2621,2621,10,white marble
2622,2622,10,white marble from béat
2623,2623,10,white marble of st. beat
2624,2624,36,white metal
2625,2625,29,white oak
2626,2626,29,white pine
2627,2627,45,white porcelain
2628,2628,10,white porcelain decorated in blue under the glaze
2629,2629,10,white slip
2630,2630,10,white with faint grayish tint
2631,2631,10,white with greenish tint
2632,2632,10,white with light greenish tint
2633,2633,38,whitewash
2634,2634,36,wire
